Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Accessory size (product.metafields.shopify.accessory-size),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Plant class (product.metafields.shopify.plant-class),Shape (product.metafields.shopify.shape),Suitable space (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
elite-venetian-gray-gift-box-with-crimson-gold-foil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EliteVenetianGrayGiftBoxwithCrimsonGoldFoilXLBP-00012_4.png?v=1762481989,3,"",,,,,,,,,,,,,,,,
elite-venetian-gray-gift-box-with-crimson-gold-foil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EliteVenetianGrayGiftBoxwithCrimsonGoldFoilXLBP-00012_3.png?v=1762481989,4,"",,,,,,,,,,,,,,,,
elite-venetian-gray-gift-box-with-crimson-gold-foil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EliteVenetianGrayGiftBoxwithCrimsonGoldFoilXLBP-00012_6.png?v=1762481990,5,"",,,,,,,,,,,,,,,,
elite-venetian-gray-gift-box-with-crimson-gold-foil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EliteVenetianGrayGiftBoxwithCrimsonGoldFoilXLBP-00012_7.png?v=1762481990,6,"",,,,,,,,,,,,,,,,
elite-venetian-gray-gift-box-with-crimson-gold-foil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EliteVenetianGrayGiftBoxwithCrimsonGoldFoilXLBP-00012_5.png?v=1762481991,7,"",,,,,,,,,,,,,,,,
luxurious-lid-base-gift-box-with-hot-red-gold-logo-stamping,Luxurious Lid & Base Gift Box with Hot Red Gold Logo Stamping,"<p><span>This sophisticated rectangular box features imported Italian gray-green paper (120g) with stunning hot red gold stamping accents. At 173x88x30mm, it's perfectly sized for jewelry, watches, or luxury accessories. The reinforced 1200G single black cardboard construction supports up to 2.5kg while the elegant red gold foil details create an upscale presentation.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00011,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00011,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousLid_BaseGiftBoxwithHotRedGoldLogoStampingXLBP-00011_1.png?v=1762399797,1,"",false,,"Luxurious lid & base gift boxes 173x88x30mm with hot red gold stamping. Custom boxes with imported Italian gray-green paper. Quality packaging starting at $0.18/piece, minimum 500 pieces.",,,,gold; gray,cardboard; paper,,rectangular,,,lb,,,active
luxurious-lid-base-gift-box-with-hot-red-gold-logo-stamping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousLid_BaseGiftBoxwithHotRedGoldLogoStampingXLBP-00011_2.png?v=1762399797,2,"",,,,,,,,,,,,,,,,
luxurious-lid-base-gift-box-with-hot-red-gold-logo-stamping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousLid_BaseGiftBoxwithHotRedGoldLogoStampingXLBP-00011_4.png?v=1762399797,3,"",,,,,,,,,,,,,,,,
luxurious-lid-base-gift-box-with-hot-red-gold-logo-stamping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/03_715d6255-604b-4b7a-b472-f9a99b659908.png?v=1762421813,4,"",,,,,,,,,,,,,,,,
luxurious-lid-base-gift-box-with-hot-red-gold-logo-stamping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousLid_BaseGiftBoxwithHotRedGoldLogoStampingXLBP-00011_6.png?v=1762421813,5,"",,,,,,,,,,,,,,,,
luxurious-lid-base-gift-box-with-hot-red-gold-logo-stamping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/07.png?v=1762421813,6,"",,,,,,,,,,,,,,,,
luxurious-lid-base-gift-box-with-hot-red-gold-logo-stamping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousLid_BaseGiftBoxwithHotRedGoldLogoStampingXLBP-00011_5.png?v=1762421813,7,"",,,,,,,,,,,,,,,,
luxurious-italian-gray-paper-logo-debossed-lid-base-custom-packaging,Luxurious Italian Gray Paper Logo Debossed Lid & Base Custom Packaging,"<p><span>This sleek rectangular box features imported Italian gray-green paper with debossed detailing for a refined tactile finish. At 173x88x30mm, it's sized right for watch boxes, small electronics, or stationery sets. The reinforced construction supports up to 2.5kg while the minimalist design keeps focus on your product.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00010,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00010,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousItalianGrayPaperLogoDebossedLid_BaseCustomPackagingXLBP-00010_1.png?v=1762398577,1,"",false,,"Luxurious Italian Gray Paper Logo Debossed Lid & Base Custom Packaging 173x88x30mm. Custom boxes with imported Italian gray-green paper. Quality packaging starting at $0.10/piece, minimum 500 pieces.",,,,green; gray,paper,,rectangular,,,lb,,,active
luxurious-italian-gray-paper-logo-debossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousItalianGrayPaperLogoDebossedLid_BaseCustomPackagingXLBP-00010_2.png?v=1762398579,2,"",,,,,,,,,,,,,,,,
luxurious-italian-gray-paper-logo-debossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousItalianGrayPaperLogoDebossedLid_BaseCustomPackagingXLBP-00010_4.png?v=1762398578,3,"",,,,,,,,,,,,,,,,
luxurious-italian-gray-paper-logo-debossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousItalianGrayPaperLogoDebossedLid_BaseCustomPackagingXLBP-00010_3.png?v=1762398577,4,"",,,,,,,,,,,,,,,,
luxurious-italian-gray-paper-logo-debossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/Luxurious_Italian_Gray_Paper_Logo_Debossed_Lid_Base_Custom_Packaging_XLBP-00010_6.png?v=1762398905,5,"",,,,,,,,,,,,,,,,
luxurious-italian-gray-paper-logo-debossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousItalianGrayPaperLogoDebossedLid_BaseCustomPackagingXLBP-00010_7.png?v=1762398578,6,"",,,,,,,,,,,,,,,,
luxurious-italian-gray-paper-logo-debossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/LuxuriousItalianGrayPaperLogoDebossedLid_BaseCustomPackagingXLBP-00010_5.png?v=1762398577,7,"",,,,,,,,,,,,,,,,
premiumgold-foil-logo-embossed-lid-base-custom-packaging,PremiumGold Foil Logo Embossed Lid & Base Custom Packaging,"<p><span>A compact yet sturdy gift box featuring embossed gold foil detailing on light green lotus-textured paper. The 173x88x30mm size works well for small jewelry pieces, luxury skincare samples, or tech accessories. Built with reinforced cardboard backing to handle items up to 2.5kg while maintaining its clean appearance.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00009,0.0,,0,deny,manual,0.00,,true,true,,,,,XLBP-00009,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumGoldFoilLogoEmbossedLid_BaseCustomPackaging_1.png?v=1762396829,1,"",false,,"PremiumGold Foil Logo Embossed Lid & Base Custom Packaging 173x88x30mm. Custom boxes with lotus textured paper in light green. Professional packaging starting at $0.10/piece, minimum 500 pieces.",,,,gold; green,cardboard,,rectangular,,,lb,,,active
premiumgold-foil-logo-embossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumGoldFoilLogoEmbossedLid_BaseCustomPackaging_2.png?v=1762396829,2,"",,,,,,,,,,,,,,,,
premiumgold-foil-logo-embossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumGoldFoilLogoEmbossedLid_BaseCustomPackaging_4.png?v=1762396829,3,"",,,,,,,,,,,,,,,,
premiumgold-foil-logo-embossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumGoldFoilLogoEmbossedLid_BaseCustomPackaging_3.png?v=1762396829,4,"",,,,,,,,,,,,,,,,
premiumgold-foil-logo-embossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumGoldFoilLogoEmbossedLid_BaseCustomPackaging_6.png?v=1762396830,5,"",,,,,,,,,,,,,,,,
premiumgold-foil-logo-embossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumGoldFoilLogoEmbossedLid_BaseCustomPackaging_7.png?v=1762396830,6,"",,,,,,,,,,,,,,,,
premiumgold-foil-logo-embossed-lid-base-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumGoldFoilLogoEmbossedLid_BaseCustomPackaging_5.png?v=1762396829,7,"",,,,,,,,,,,,,,,,
premium-lotus-textured-paper-gold-foil-logo-embossed-lid-base-gift-box,Premium Lotus Textured Paper Gold Foil Logo Embossed Lid & Base Gift Box,"<p><span>This lid and base gift box combines elegant design with superior craftsmanship using finest materials. Measuring 173x88x30mm, it's perfectly suited for premium jewelry collections, luxury cosmetic products, or exclusive accessories. An outstanding packaging choice for discerning brands seeking uncompromising quality and refined presentation.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00008,0.0,,0,deny,manual,0.01,,true,true,,,,,XLBP-00008,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumLotusTexturedPaperGoldFoilLogoEmbossedLid_BaseGiftBoxXLBP-00008_1.png?v=1762395470,1,"",false,,"Premium Lotus Textured Paper Gold Foil Logo Embossed Lid & Base Gift Boxes 173x88x30mm. Custom boxes with lotus textured paper in light green. Professional packaging starting at $0.10/piece, minimum 500 pieces.",,,,gold; white; black,paper; cardboard,,rectangular,,,lb,,,active
premium-lotus-textured-paper-gold-foil-logo-embossed-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumLotusTexturedPaperGoldFoilLogoEmbossedLid_BaseGiftBoxXLBP-00008_2.png?v=1762395471,2,"",,,,,,,,,,,,,,,,
premium-lotus-textured-paper-gold-foil-logo-embossed-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumLotusTexturedPaperGoldFoilLogoEmbossedLid_BaseGiftBoxXLBP-00008_4.png?v=1762395470,3,"",,,,,,,,,,,,,,,,
premium-lotus-textured-paper-gold-foil-logo-embossed-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumLotusTexturedPaperGoldFoilLogoEmbossedLid_BaseGiftBoxXLBP-00008_3.png?v=1762395470,4,"",,,,,,,,,,,,,,,,
premium-lotus-textured-paper-gold-foil-logo-embossed-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumLotusTexturedPaperGoldFoilLogoEmbossedLid_BaseGiftBoxXLBP-00008_6.png?v=1762395471,5,"",,,,,,,,,,,,,,,,
premium-lotus-textured-paper-gold-foil-logo-embossed-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumLotusTexturedPaperGoldFoilLogoEmbossedLid_BaseGiftBoxXLBP-00008_7.png?v=1762395471,6,"",,,,,,,,,,,,,,,,
premium-lotus-textured-paper-gold-foil-logo-embossed-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumLotusTexturedPaperGoldFoilLogoEmbossedLid_BaseGiftBoxXLBP-00008_5.png?v=1762395470,7,"",,,,,,,,,,,,,,,,
premium-pure-lotus-textured-paper-lid-base-gift-box,Premium Pure lotus textured paper Lid & Base Gift Box,"<p><span>This sophisticated lid and base gift box showcases premium construction with high-quality materials. At 173x88x30mm dimensions, it's ideal for luxury jewelry, high-end cosmetics, or premium accessories. The perfect packaging solution for brands demanding exceptional presentation and durability.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00007,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00007,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPurelotustexturedpaperLid_BaseGiftBoxXLBP-00007_1.png?v=1762394806,1,"",false,,"Premium Pure lotus textured paper Lid & Base Gift Box 173x88x30mm. Custom boxes with lotus textured paper in light green. Professional packaging starting at $0.12/piece, minimum 500 pieces.",,,,pink; white; beige; floral,paper,,rectangular,,,lb,,,active
premium-pure-lotus-textured-paper-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPurelotustexturedpaperLid_BaseGiftBoxXLBP-00007_2.png?v=1762394806,2,"",,,,,,,,,,,,,,,,
premium-pure-lotus-textured-paper-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPurelotustexturedpaperLid_BaseGiftBoxXLBP-00007_4.png?v=1762394806,3,"",,,,,,,,,,,,,,,,
premium-pure-lotus-textured-paper-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPurelotustexturedpaperLid_BaseGiftBoxXLBP-00007_3.png?v=1762394806,4,"",,,,,,,,,,,,,,,,
premium-pure-lotus-textured-paper-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPurelotustexturedpaperLid_BaseGiftBoxXLBP-00007_6.png?v=1762394807,5,"",,,,,,,,,,,,,,,,
premium-pure-lotus-textured-paper-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPurelotustexturedpaperLid_BaseGiftBoxXLBP-00007_7.png?v=1762394807,6,"",,,,,,,,,,,,,,,,
premium-pure-lotus-textured-paper-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPurelotustexturedpaperLid_BaseGiftBoxXLBP-00007_5.png?v=1762394806,7,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box-custom-packaging,Premium Platinum Foil Lid & Base Gift Box Custom Packaging,"<p><span>This elegant lid and base gift box features sophisticated construction with premium materials. Measuring 173x88x30mm, it's perfect for jewelry, electronics, cosmetics, or luxury accessories. Professional packaging solution for brands seeking premium presentation.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00006,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00006,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxCustomPackagingXLBP-00006_1.png?v=1762325173,1,"",false,,"remium platinum foil lid & base gift boxes 173x88x30mm. Custom boxes with lotus textured paper. Professional packaging starting at $0.10/piece, minimum 500 pieces.",,,,silver; white,metal; plastic,,rectangular,,,lb,,,active
premium-platinum-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxCustomPackagingXLBP-00006_2.png?v=1762325173,2,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxCustomPackagingXLBP-00006_4.png?v=1762325176,3,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxCustomPackagingXLBP-00006_3.png?v=1762325173,4,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxCustomPackagingXLBP-00006_6.png?v=1762325174,5,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxCustomPackagingXLBP-00006_7.png?v=1762325175,6,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxCustomPackagingXLBP-00006_5.png?v=1762325174,7,"",,,,,,,,,,,,,,,,
premium-silver-foil-lid-base-gift-box,Premium Silver Foil Lid & Base Gift Box,"<p><span>This elegant lid and base gift box features sophisticated construction with premium materials. Measuring 173x88x30mm, it's perfect for jewelry, cosmetics, or luxury accessories. Professional packaging solution for brands seeking premium presentation.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00005,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00005,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumSilverFoilLid_BaseGiftBoxXLBP-00005_1_9cb4bd8e-a426-4db9-b546-b9fce1ea6761.png?v=1762324657,1,"",false,,"Premium silver foil lid & base gift boxes 173x88x30mm. Custom boxes with lotus textured paper. Professional packaging starting at $6.60/piece, minimum 500 pieces.",,,,white; silver,cardboard; plastic,,rectangular,,,lb,,,active
premium-silver-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumSilverFoilLid_BaseGiftBoxXLBP-00005_2_1dd14684-3e89-419a-8fd8-b00c32192b99.png?v=1762324657,2,"",,,,,,,,,,,,,,,,
premium-silver-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumSilverFoilLid_BaseGiftBoxXLBP-00005_4_80803841-7371-4662-9a82-685b67726ade.png?v=1762324866,3,"",,,,,,,,,,,,,,,,
premium-silver-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumSilverFoilLid_BaseGiftBoxXLBP-00005_3_964ac5b8-1e57-4edc-b0bd-2eead1033b85.png?v=1762324866,4,"",,,,,,,,,,,,,,,,
premium-silver-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumSilverFoilLid_BaseGiftBoxXLBP-00005_6_8ec248c2-424a-4ac0-a1ae-2e649163c2ca.png?v=1762324866,5,"",,,,,,,,,,,,,,,,
premium-silver-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumSilverFoilLid_BaseGiftBoxXLBP-00005_7_9ddf0bb3-8667-4876-b059-b56c490aeb7e.png?v=1762324866,6,"",,,,,,,,,,,,,,,,
premium-silver-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumSilverFoilLid_BaseGiftBoxXLBP-00005_5_20ce49ee-9606-4444-99a1-90aec32de062.png?v=1762324866,7,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box,Premium Platinum Foil Lid & Base Gift Box,"<p><span>This lid and base gift box comes with platinum foil details and measures 173x88x30mm. Works well for jewelry, cosmetics, or small accessories. The box uses quality materials and gives your products a professional look.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00004,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00004,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxXLBP-00004_1.png?v=1762323626,1,"",false,,"Premium platinum foil lid & base gift boxes 173x88x30mm. Custom Lid and Base boxes with lotus textured paper. Professional packaging starting at $0.12/piece, minimum 500 pieces.",,,,white; silver,cardboard,,rectangular,,,lb,,,active
premium-platinum-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxXLBP-00004_2.png?v=1762323626,2,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxXLBP-00004_4.png?v=1762323626,3,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxXLBP-00004_3.png?v=1762323626,4,"",,,,,,,,,,,,,,,,
